"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","verb_id","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","error"
"12691",4459,"Experiment Group",NA,26,"","","short",0.99,"制片人想知道谁认为化妆师监视了调酒师。",13,226131,17,"认为","arg",NA,NA
"12692",4459,"Experiment Group",NA,13,"","","long",0.99,"服务员想知道售票员认为演说家欺骗了谁。",13,213132,18,"认为","arg",NA,NA
"12695",4459,"Experiment Group",NA,31,"","","short",0.44,"心理学家想知道大学生为什么说明保姆讨好了理发师。",4,131041,21,"说明","adj",NA,NA
"12697",4459,"Experiment Group",NA,27,"","","long",0.31,"法医想知道业务员猜罪犯谋害了谁。",9,227092,23,"猜","arg",NA,NA
"12699",4459,"Experiment Group",NA,29,"","","short",0.63,"编辑想知道法务顾问为什么怕杂技演员抚养了小女孩。",6,129061,25,"怕","adj",NA,NA
"12700",4459,"Experiment Group",NA,15,"","","long",0.23,"主持人想知道学者感觉政府官员为什么批评了总统候选人。",12,115122,26,"感觉","adj",NA,NA
"12702",4459,"Experiment Group",NA,22,"","","long",0.36,"顾问想知道外交官想生物学家嘲讽了谁。",5,222052,28,"想","arg",NA,NA
"12704",4459,"Experiment Group",NA,24,"","","short",0.95,"仓库管理员想知道采购员为什么害怕保险代理人挖苦了模特。",11,124111,30,"害怕","adj",NA,NA
"12705",4459,"Experiment Group",NA,17,"","","short",0.74,"会计想知道谁怕编辑邀请了神父。",6,217061,31,"怕","arg",NA,NA
"12707",4459,"Experiment Group",NA,7,"","","long",0.33,"村长想知道农民认为电工为什么无视了领导。",13,107132,33,"认为","adj",NA,NA
"12709",4459,"Experiment Group",NA,14,"","","short",0.08,"英语老师想知道工程师为什么想中学生举报了店员。",5,114051,35,"想","adj",NA,NA
"12711",4459,"Experiment Group",NA,18,"","","short",0.75,"船长想知道谁说明飞行员责备了经济学家。",4,218041,37,"说明","arg",NA,NA
"12712",4459,"Experiment Group",NA,19,"","","long",0.58,"经理想知道道士说明和尚夸奖了谁。",4,219042,38,"说明","arg",NA,NA
"12714",4459,"Experiment Group",NA,11,"","","long",0.01,"政客想知道医生想护士为什么推倒了男孩。",5,111052,40,"想","adj",NA,NA
"12716",4459,"Experiment Group",NA,20,"","","long",0.84,"售货员想知道作曲家害怕摄影师指责了谁。",11,220112,42,"害怕","arg",NA,NA
"12718",4459,"Experiment Group",NA,2,"","","long",0.17,"法官想知道律师怕警察为什么审问了学生。",6,102062,44,"怕","adj",NA,NA
"12719",4459,"Experiment Group",NA,16,"","","long",0.89,"大学生想知道记者怕音乐老师夸赞了谁。",6,216062,45,"怕","arg",NA,NA
"12721",4459,"Experiment Group",NA,23,"","","short",0.15,"园丁想知道谁想焊工训斥了清洁工。",5,223051,47,"想","arg",NA,NA
"12722",4459,"Experiment Group",NA,21,"","","short",0.68,"省长想知道药剂师为什么猜小报记者采访了税务员。",9,121091,48,"猜","adj",NA,NA
"12724",4459,"Experiment Group",NA,5,"","","short",0.27,"市长想知道谁感觉艺术家联系了毒枭。",12,205121,50,"感觉","arg",NA,NA
"12725",4459,"Experiment Group",NA,12,"","","long",0.59,"包工头想知道和尚说明播音员为什么打伤了算命先生。",4,112042,51,"说明","adj",NA,NA
"12730",4459,"Experiment Group",NA,25,"","","short",0.75,"美容师想知道谁害怕营养师吓唬了快餐店员。",11,225111,56,"害怕","arg",NA,NA
"12733",4459,"Experiment Group",NA,28,"","","long",0.97,"丞相想知道皇上感觉将军威胁了谁。",12,228122,59,"感觉","arg",NA,NA
"12734",4459,"Experiment Group",NA,8,"","","long",0.09,"侦探想知道售货员害怕飞行员为什么羞辱了卡车司机。",11,108112,60,"害怕","adj",NA,NA
"12736",4459,"Experiment Group",NA,30,"","","short",0.93,"舞蹈老师想知道谁记得歌手赞美了剧作家。",8,230081,62,"记得","arg",NA,NA
"12741",4605,"Experiment Group",NA,9,"","","long",0.73,"将军想知道间谍害怕士兵跟踪了谁。",11,209112,1,"害怕","arg",NA,NA
"12742",4605,"Experiment Group",NA,26,"","","short",0.14,"制片人想知道健身教练为什么猜化妆师监视了调酒师。",9,126091,2,"猜","adj",NA,NA
"12744",4605,"Experiment Group",NA,18,"","","long",0.07,"船长想知道建筑师觉得飞行员为什么责备了经济学家。",2,118022,4,"觉得","adj",NA,NA
"12745",4605,"Experiment Group",NA,5,"","","short",1,"市长想知道谁假装艺术家联系了毒枭。",10,205101,5,"假装","arg",NA,NA
"12748",4605,"Experiment Group",NA,2,"","","long",0.25,"法官想知道律师感觉警察为什么审问了学生。",12,102122,8,"感觉","adj",NA,NA
"12749",4605,"Experiment Group",NA,12,"","","short",0.32,"包工头想知道谁怕播音员打伤了算命先生。",6,212061,9,"怕","arg",NA,NA
"12751",4605,"Experiment Group",NA,29,"","","long",0.17,"编辑想知道法务顾问猜杂技演员抚养了谁。",9,229092,11,"猜","arg",NA,NA
"12752",4605,"Experiment Group",NA,14,"","","short",0.92,"英语老师想知道谁说中学生举报了店员。",1,214011,12,"说","arg",NA,NA
"12754",4605,"Experiment Group",NA,13,"","","long",0.83,"服务员想知道售票员怕演说家欺骗了谁。",6,213062,14,"怕","arg",NA,NA
"12756",4605,"Experiment Group",NA,17,"","","long",0.34,"会计想知道演员说编辑为什么邀请了神父。",1,117012,16,"说","adj",NA,NA
"12757",4605,"Experiment Group",NA,22,"","","long",0.2,"顾问想知道外交官假装生物学家为什么嘲讽了哲学家。",10,122102,17,"假装","adj",NA,NA
"12759",4605,"Experiment Group",NA,6,"","","short",0.88,"检察官想知道教练员为什么觉得音乐家开除了保镖。",2,106021,19,"觉得","adj",NA,NA
"12761",4605,"Experiment Group",NA,10,"","","long",0.77,"导游想知道外国人怕保安为什么袭击了商贩。",6,110062,21,"怕","adj",NA,NA
"12767",4605,"Experiment Group",NA,7,"","","short",0.73,"村长想知道谁猜电工无视了领导。",9,207091,27,"猜","arg",NA,NA
"12768",4605,"Experiment Group",NA,24,"","","long",0.2,"仓库管理员想知道采购员说明保险代理人挖苦了谁。",4,224042,28,"说明","arg",NA,NA
"12772",4605,"Experiment Group",NA,21,"","","short",0.91,"省长想知道谁觉得小报记者采访了税务员。",2,221021,32,"觉得","arg",NA,NA
"12773",4605,"Experiment Group",NA,25,"","","long",1,"美容师想知道房东猜营养师为什么吓唬了快餐店员。",9,125092,33,"猜","adj",NA,NA
"12776",4605,"Experiment Group",NA,27,"","","long",0.99,"法医想知道业务员觉得罪犯谋害了谁。",2,227022,36,"觉得","arg",NA,NA
"12777",4605,"Experiment Group",NA,19,"","","short",0.23,"经理想知道道士为什么说明和尚夸奖了乞丐。",4,119041,37,"说明","adj",NA,NA
"12779",4605,"Experiment Group",NA,1,"","","short",0.47,"老师想知道学生为什么假装修理工打了快递员。",10,101101,39,"假装","adj",NA,NA
"12780",4605,"Experiment Group",NA,16,"","","short",0.86,"大学生想知道谁感觉音乐老师夸赞了歌手。",12,216121,40,"感觉","arg",NA,NA
"12784",4605,"Experiment Group",NA,11,"","","short",0.92,"政客想知道医生为什么怕护士推倒了男孩。",6,111061,44,"怕","adj",NA,NA
"12785",4605,"Experiment Group",NA,28,"","","short",0.21,"丞相想知道谁说明将军威胁了大臣。",4,228041,45,"说明","arg",NA,NA
"12788",4605,"Experiment Group",NA,23,"","","long",0.2,"园丁想知道水管工害怕焊工为什么训斥了清洁工。",11,123112,48,"害怕","adj",NA,NA
"12789",4605,"Experiment Group",NA,4,"","","long",0.62,"教授想知道工程师假装秘书批评了谁。",10,204102,49,"假装","arg",NA,NA
"12794",4605,"Experiment Group",NA,15,"","","short",0.9,"主持人想知道学者为什么感觉政府官员批评了总统候选人。",12,115121,54,"感觉","adj",NA,NA
"12795",4605,"Experiment Group",NA,8,"","","long",0.83,"侦探想知道售货员说明飞行员为什么羞辱了卡车司机。",4,108042,55,"说明","adj",NA,NA
"12797",4605,"Experiment Group",NA,32,"","","long",1,"助手想知道军官说老师出卖了谁。",1,232012,57,"说","arg",NA,NA
"12798",4605,"Experiment Group",NA,20,"","","short",0.82,"售货员想知道作曲家为什么害怕摄影师指责了心理医生。",11,120111,58,"害怕","adj",NA,NA
"12800",4605,"Experiment Group",NA,31,"","","long",0.64,"心理学家想知道大学生感觉保姆讨好了谁。",12,231122,60,"感觉","arg",NA,NA
"12801",4605,"Experiment Group",NA,3,"","","short",0.68,"经理想知道厨师为什么说服务员接待了乞丐。",1,103011,61,"说","adj",NA,NA
"12804",4605,"Experiment Group",NA,30,"","","short",0.31,"舞蹈老师想知道谁害怕歌手赞美了剧作家。",11,230111,64,"害怕","arg",NA,NA
"12807",4465,"Experiment Group",NA,10,"","","long",0.17,"导游想知道外国人觉得保安为什么袭击了商贩。",2,110022,1,"觉得","adj",NA,NA
"12810",4465,"Experiment Group",NA,28,"","","long",0.98,"丞相想知道皇上喜欢将军威胁了谁。",7,228072,4,"喜欢","arg",NA,NA
"12811",4465,"Experiment Group",NA,22,"","","long",0.96,"顾问想知道外交官害怕生物学家为什么嘲讽了哲学家。",11,122112,5,"害怕","adj",NA,NA
"12813",4465,"Experiment Group",NA,31,"","","short",0.08,"心理学家想知道大学生为什么认为保姆讨好了理发师。",13,131131,7,"认为","adj",NA,NA
"12815",4465,"Experiment Group",NA,9,"","","long",0.07,"将军想知道间谍觉得士兵跟踪了谁。",2,209022,9,"觉得","arg",NA,NA
"12819",4465,"Experiment Group",NA,13,"","","long",0.93,"服务员想知道售票员害怕演说家欺骗了谁。",11,213112,13,"害怕","arg",NA,NA
"12821",4465,"Experiment Group",NA,1,"","","short",0.38,"老师想知道谁认为修理工打了快递员。",13,201131,15,"认为","arg",NA,NA
"12824",4465,"Experiment Group",NA,17,"","","long",0.97,"会计想知道演员认为编辑邀请了谁。",13,217132,18,"认为","arg",NA,NA
"12825",4465,"Experiment Group",NA,14,"","","long",0.03,"英语老师想知道工程师记得中学生举报了谁。",8,214082,19,"记得","arg",NA,NA
"12829",4465,"Experiment Group",NA,27,"","","short",0.98,"法医想知道谁假装罪犯谋害了程序员。",10,227101,23,"假装","arg",NA,NA
"12831",4465,"Experiment Group",NA,20,"","","short",0.14,"售货员想知道谁害怕摄影师指责了心理医生。",11,220111,25,"害怕","arg",NA,NA
"12833",4465,"Experiment Group",NA,11,"","","short",0.99,"政客想知道医生为什么害怕护士推倒了男孩。",11,111111,27,"害怕","adj",NA,NA
"12834",4465,"Experiment Group",NA,15,"","","long",0.98,"主持人想知道学者假装政府官员批评了谁。",10,215102,28,"假装","arg",NA,NA
"12836",4465,"Experiment Group",NA,32,"","","short",0.96,"助手想知道军官为什么希望老师出卖了水手。",3,132031,30,"希望","adj",NA,NA
"12838",4465,"Experiment Group",NA,21,"","","short",0.93,"省长想知道药剂师为什么说小报记者采访了税务员。",1,121011,32,"说","adj",NA,NA
"12840",4465,"Experiment Group",NA,5,"","","long",0.93,"市长想知道议员希望艺术家联系了谁。",3,205032,34,"希望","arg",NA,NA
"12841",4465,"Experiment Group",NA,8,"","","short",0.93,"侦探想知道售货员为什么觉得飞行员羞辱了卡车司机。",2,108021,35,"觉得","adj",NA,NA
"12843",4465,"Experiment Group",NA,29,"","","short",0.88,"编辑想知道法务顾问为什么喜欢杂技演员抚养了小女孩。",7,129071,37,"喜欢","adj",NA,NA
"12845",4465,"Experiment Group",NA,12,"","","short",0.01,"包工头想知道谁希望播音员打伤了算命先生。",3,212031,39,"希望","arg",NA,NA
"12848",4465,"Experiment Group",NA,7,"","","long",0.89,"村长想知道农民记得电工为什么无视了领导。",8,107082,42,"记得","adj",NA,NA
"12850",4465,"Experiment Group",NA,24,"","","long",0.88,"仓库管理员想知道采购员希望保险代理人为什么挖苦了模特。",3,124032,44,"希望","adj",NA,NA
"12851",4465,"Experiment Group",NA,18,"","","short",0.91,"船长想知道谁说飞行员责备了经济学家。",1,218011,45,"说","arg",NA,NA
"12853",4465,"Experiment Group",NA,6,"","","long",0.89,"检察官想知道教练员假装音乐家为什么开除了保镖。",10,106102,47,"假装","adj",NA,NA
"12854",4465,"Experiment Group",NA,3,"","","long",0.16,"经理想知道厨师说服务员为什么接待了乞丐。",1,103012,48,"说","adj",NA,NA
"12858",4465,"Experiment Group",NA,30,"","","short",0.73,"舞蹈老师想知道谁喜欢歌手赞美了剧作家。",7,230071,52,"喜欢","arg",NA,NA
"12860",4465,"Experiment Group",NA,16,"","","long",0.02,"大学生想知道记者认为音乐老师为什么夸赞了歌手。",13,116132,54,"认为","adj",NA,NA
"12861",4465,"Experiment Group",NA,4,"","","short",0.87,"教授想知道工程师为什么记得秘书批评了运动员。",8,104081,55,"记得","adj",NA,NA
"12863",4465,"Experiment Group",NA,2,"","","short",0.83,"法官想知道律师为什么假装警察审问了学生。",10,102101,57,"假装","adj",NA,NA
"12865",4465,"Experiment Group",NA,19,"","","short",0.96,"经理想知道谁觉得和尚夸奖了乞丐。",2,219021,59,"觉得","arg",NA,NA
"12866",4465,"Experiment Group",NA,25,"","","long",0.02,"美容师想知道房东说营养师吓唬了谁。",1,225012,60,"说","arg",NA,NA
"12868",4465,"Experiment Group",NA,26,"","","short",0,"制片人想知道谁记得化妆师监视了调酒师。",8,226081,62,"记得","arg",NA,NA
"12869",4465,"Experiment Group",NA,23,"","","long",0.87,"园丁想知道水管工喜欢焊工为什么训斥了清洁工。",7,123072,63,"喜欢","adj",NA,NA
"12874",4436,"Experiment Group",NA,27,"","","short",0.98,"法医想知道业务员为什么假装罪犯谋害了程序员。",10,127101,2,"假装","adj",NA,NA
"12875",4436,"Experiment Group",NA,23,"","","long",0.98,"园丁想知道水管工害怕焊工为什么训斥了清洁工。",11,123112,3,"害怕","adj",NA,NA
"12878",4436,"Experiment Group",NA,4,"","","long",0.48,"教授想知道工程师怕秘书为什么批评了运动员。",6,104062,6,"怕","adj",NA,NA
"12880",4436,"Experiment Group",NA,14,"","","short",0.38,"英语老师想知道谁希望中学生举报了店员。",3,214031,8,"希望","arg",NA,NA
"12882",4436,"Experiment Group",NA,30,"","","long",0.65,"舞蹈老师想知道实习生写下来歌手为什么赞美了剧作家。",14,130142,10,"写","adj",NA,NA
"12885",4436,"Experiment Group",NA,3,"","","short",0.99,"经理想知道厨师为什么记得服务员接待了乞丐。",8,103081,13,"记得","adj",NA,NA
"12887",4436,"Experiment Group",NA,24,"","","short",0.37,"仓库管理员想知道谁说保险代理人挖苦了模特。",1,224011,15,"说","arg",NA,NA
"12888",4436,"Experiment Group",NA,7,"","","short",0.19,"村长想知道农民为什么写下来电工无视了领导。",14,107141,16,"写","adj",NA,NA
"12890",4436,"Experiment Group",NA,13,"","","short",0.99,"服务员想知道售票员为什么认为演说家欺骗了建筑工人。",13,113131,18,"认为","adj",NA,NA
"12891",4436,"Experiment Group",NA,1,"","","short",0.97,"老师想知道谁认为修理工打了快递员。",13,201131,19,"认为","arg",NA,NA
"12893",4436,"Experiment Group",NA,31,"","","long",0.38,"心理学家想知道大学生记得保姆讨好了谁。",8,231082,21,"记得","arg",NA,NA
"12895",4436,"Experiment Group",NA,28,"","","long",0.82,"丞相想知道皇上记得将军为什么威胁了大臣。",8,128082,23,"记得","adj",NA,NA
"12896",4436,"Experiment Group",NA,12,"","","long",0.78,"包工头想知道和尚希望播音员打伤了谁。",3,212032,24,"希望","arg",NA,NA
"12899",4436,"Experiment Group",NA,10,"","","long",0.02,"导游想知道外国人希望保安为什么袭击了商贩。",3,110032,27,"希望","adj",NA,NA
"12901",4436,"Experiment Group",NA,16,"","","long",0.25,"大学生想知道记者害怕音乐老师夸赞了谁。",11,216112,29,"害怕","arg",NA,NA
"12909",4436,"Experiment Group",NA,20,"","","short",0.25,"售货员想知道谁写下来摄影师指责了心理医生。",14,220141,37,"写","arg",NA,NA
"12911",4436,"Experiment Group",NA,8,"","","short",0.98,"侦探想知道售货员为什么希望飞行员羞辱了卡车司机。",3,108031,39,"希望","adj",NA,NA
"12913",4436,"Experiment Group",NA,22,"","","long",0.83,"顾问想知道外交官假装生物学家嘲讽了谁。",10,222102,41,"假装","arg",NA,NA
"12914",4436,"Experiment Group",NA,5,"","","long",0.81,"市长想知道议员怕艺术家联系了谁。",6,205062,42,"怕","arg",NA,NA
"12916",4436,"Experiment Group",NA,17,"","","short",0.79,"会计想知道谁假装编辑邀请了神父。",10,217101,44,"假装","arg",NA,NA
"12917",4436,"Experiment Group",NA,25,"","","short",0.97,"美容师想知道房东为什么说营养师吓唬了快餐店员。",1,125011,45,"说","adj",NA,NA
"12919",4436,"Experiment Group",NA,21,"","","short",0.97,"省长想知道谁记得小报记者采访了税务员。",8,221081,47,"记得","arg",NA,NA
