"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"13147",4806,"Experiment Group",NA,8,"","","short",0.88,"侦探想知道售货员为什么怀疑飞行员羞辱了卡车司机。",108011,11,"怀疑","adj",NA,1
"13149",4806,"Experiment Group",NA,16,"","","short",0.52,"大学生想知道谁接受音乐老师夸赞了歌手。",216061,13,"接受","arg",NA,6
"13151",4806,"Experiment Group",NA,10,"","","long",0.97,"导游想知道外国人坚称保安袭击了谁。",210022,15,"坚称","arg",NA,2
"13152",4806,"Experiment Group",NA,20,"","","short",1,"售货员想知道谁说摄影师指责了心理医生。",220141,16,"说","arg",NA,14
"13154",4806,"Experiment Group",NA,5,"","","short",0.99,"市长想知道谁怀疑艺术家联系了毒枭。",205011,18,"怀疑","arg",NA,1
"13155",4806,"Experiment Group",NA,21,"","","long",0.72,"省长想知道药剂师认同小报记者采访了谁。",221112,19,"认同","arg",NA,11
"13157",4806,"Experiment Group",NA,28,"","","long",0.72,"丞相想知道皇上接受将军威胁了谁。",228062,21,"接受","arg",NA,6
"13158",4806,"Experiment Group",NA,26,"","","short",0.9,"制片人想知道谁否认化妆师监视了调酒师。",226031,22,"否认","arg",NA,3
"13160",4806,"Experiment Group",NA,25,"","","long",0.3,"美容师想知道房东认同营养师为什么吓唬了快餐店员。",125112,24,"认同","adj",NA,11
"13161",4806,"Experiment Group",NA,4,"","","long",0.9,"教授想知道工程师否认秘书批评了谁。",204032,25,"否认","arg",NA,3
"13165",4806,"Experiment Group",NA,22,"","","short",1,"顾问想知道外交官为什么坚称生物学家嘲讽了哲学家。",122021,29,"坚称","adj",NA,2
"13168",4806,"Experiment Group",NA,7,"","","short",0.98,"村长想知道谁猜电工无视了领导。",207131,32,"猜","arg",NA,13
"13169",4806,"Experiment Group",NA,3,"","","short",0.98,"经理想知道厨师为什么说服务员接待了乞丐。",103141,33,"说","adj",NA,14
"13174",4806,"Experiment Group",NA,32,"","","short",0.98,"助手想知道军官为什么接受老师出卖了水手。",132061,38,"接受","adj",NA,6
"13176",4806,"Experiment Group",NA,18,"","","short",0.82,"船长想知道建筑师为什么抱怨飞行员责备了经济学家。",118041,40,"抱怨","adj",NA,4
"13178",4806,"Experiment Group",NA,24,"","","long",0.79,"仓库管理员想知道采购员猜保险代理人为什么挖苦了模特。",124132,42,"猜","adj",NA,13
"13179",4806,"Experiment Group",NA,17,"","","short",0.81,"会计想知道演员为什么否认编辑邀请了神父。",117031,43,"否认","adj",NA,3
"13181",4806,"Experiment Group",NA,19,"","","long",0.76,"经理想知道道士抱怨和尚夸奖了谁。",219042,45,"抱怨","arg",NA,4
"13182",4806,"Experiment Group",NA,12,"","","long",0.95,"包工头想知道和尚怀疑播音员打伤了谁。",212012,46,"怀疑","arg",NA,1
"13186",4806,"Experiment Group",NA,30,"","","long",0.46,"舞蹈老师想知道实习生抱怨歌手为什么赞美了剧作家。",130042,50,"抱怨","adj",NA,4
"13187",4806,"Experiment Group",NA,14,"","","short",0.99,"英语老师想知道工程师为什么猜中学生举报了店员。",114131,51,"猜","adj",NA,13
"13189",4806,"Experiment Group",NA,23,"","","short",0.99,"园丁想知道谁坚称焊工训斥了清洁工。",223021,53,"坚称","arg",NA,2
"13192",4806,"Experiment Group",NA,6,"","","long",0.98,"检察官想知道教练员猜音乐家开除了谁。",206132,56,"猜","arg",NA,13
"13193",4806,"Experiment Group",NA,31,"","","short",0.99,"心理学家想知道谁认同保姆讨好了理发师。",231111,57,"认同","arg",NA,11
"13195",4806,"Experiment Group",NA,27,"","","long",0.56,"法医想知道业务员坚称罪犯为什么谋害了程序员。",127022,59,"坚称","adj",NA,2
"13196",4806,"Experiment Group",NA,15,"","","long",0.34,"主持人想知道学者接受政府官员为什么批评了总统候选人。",115062,60,"接受","adj",NA,6
"13198",4806,"Experiment Group",NA,2,"","","long",0.99,"法官想知道律师说警察为什么审问了学生。",102142,62,"说","adj",NA,14
"13203",4731,"Experiment Group",NA,19,"","","short",0.36,"经理想知道谁认为和尚夸奖了乞丐。",219121,1,"认为","arg",NA,12
"13205",4731,"Experiment Group",NA,14,"","","short",0.75,"英语老师想知道工程师为什么猜中学生举报了店员。",114131,3,"猜","adj",NA,13
"13207",4731,"Experiment Group",NA,32,"","","long",0.79,"助手想知道军官怀疑老师出卖了谁。",232012,5,"怀疑","arg",NA,1
"13209",4731,"Experiment Group",NA,23,"","","long",0.23,"园丁想知道水管工重申焊工训斥了谁。",223102,7,"重申","arg",NA,10
"13210",4731,"Experiment Group",NA,24,"","","short",0.65,"仓库管理员想知道谁透露保险代理人挖苦了模特。",224081,8,"透露","arg",NA,8
"13213",4731,"Experiment Group",NA,31,"","","short",0.78,"心理学家想知道大学生为什么认为保姆讨好了理发师。",131121,11,"认为","adj",NA,12
"13216",4731,"Experiment Group",NA,29,"","","long",0.32,"编辑想知道法务顾问证实杂技演员抚养了谁。",229092,14,"证实","arg",NA,9
"13217",4731,"Experiment Group",NA,28,"","","long",0.02,"丞相想知道皇上猜将军为什么威胁了大臣。",128132,15,"猜","adj",NA,13
"13219",4731,"Experiment Group",NA,5,"","","long",0.77,"市长想知道议员认为艺术家联系了谁。",205122,17,"认为","arg",NA,12
"13220",4731,"Experiment Group",NA,30,"","","long",0.14,"舞蹈老师想知道实习生怀疑歌手为什么赞美了剧作家。",130012,18,"怀疑","adj",NA,1
"13224",4731,"Experiment Group",NA,9,"","","long",0.01,"将军想知道间谍重申士兵为什么跟踪了总统。",109102,22,"重申","adj",NA,10
"13227",4731,"Experiment Group",NA,1,"","","short",0.7,"老师想知道学生为什么坚称修理工打了快递员。",101021,25,"坚称","adj",NA,2
"13228",4731,"Experiment Group",NA,27,"","","short",0.22,"法医想知道谁猜罪犯谋害了程序员。",227131,26,"猜","arg",NA,13
"13230",4731,"Experiment Group",NA,2,"","","short",0.99,"法官想知道律师为什么怀疑警察审问了学生。",102011,28,"怀疑","adj",NA,1
"13232",4731,"Experiment Group",NA,22,"","","long",0.37,"顾问想知道外交官坚称生物学家嘲讽了谁。",222022,30,"坚称","arg",NA,2
"13235",4731,"Experiment Group",NA,25,"","","long",0.02,"美容师想知道房东坚称营养师为什么吓唬了快餐店员。",125022,33,"坚称","adj",NA,2
"13236",4731,"Experiment Group",NA,7,"","","short",0.07,"村长想知道谁保证电工无视了领导。",207071,34,"保证","arg",NA,7
"13240",4731,"Experiment Group",NA,3,"","","long",0.09,"经理想知道厨师透露服务员为什么接待了乞丐。",103082,38,"透露","adj",NA,8
"13241",4731,"Experiment Group",NA,10,"","","short",0.66,"导游想知道外国人为什么透露保安袭击了商贩。",110081,39,"透露","adj",NA,8
"13243",4731,"Experiment Group",NA,17,"","","long",0.14,"会计想知道演员保证编辑邀请了谁。",217072,41,"保证","arg",NA,7
"13244",4731,"Experiment Group",NA,26,"","","short",0.73,"制片人想知道谁怀疑化妆师监视了调酒师。",226011,42,"怀疑","arg",NA,1
"13247",4731,"Experiment Group",NA,4,"","","short",0.41,"教授想知道谁重申秘书批评了运动员。",204101,45,"重申","arg",NA,10
"13248",4731,"Experiment Group",NA,11,"","","long",0.13,"政客想知道医生证实护士为什么推倒了男孩。",111092,46,"证实","adj",NA,9
"13251",4731,"Experiment Group",NA,18,"","","long",0.29,"船长想知道建筑师认为飞行员为什么责备了经济学家。",118122,49,"认为","adj",NA,12
"13252",4731,"Experiment Group",NA,8,"","","short",0.5,"侦探想知道售货员为什么重申飞行员羞辱了卡车司机。",108101,50,"重申","adj",NA,10
"13255",4731,"Experiment Group",NA,21,"","","long",0.25,"省长想知道药剂师猜小报记者采访了谁。",221132,53,"猜","arg",NA,13
"13256",4731,"Experiment Group",NA,20,"","","short",0.9,"售货员想知道谁坚称摄影师指责了心理医生。",220021,54,"坚称","arg",NA,2
"13260",4731,"Experiment Group",NA,16,"","","short",0.64,"大学生想知道记者为什么证实音乐老师夸赞了歌手。",116091,58,"证实","adj",NA,9
"13261",4731,"Experiment Group",NA,6,"","","long",0.01,"检察官想知道教练员保证音乐家为什么开除了保镖。",106072,59,"保证","adj",NA,7
"13263",4731,"Experiment Group",NA,13,"","","short",0.65,"服务员想知道售票员为什么保证演说家欺骗了建筑工人。",113071,61,"保证","adj",NA,7
"13264",4731,"Experiment Group",NA,15,"","","short",0.91,"主持人想知道谁证实政府官员批评了总统候选人。",215091,62,"证实","arg",NA,9
"13266",4731,"Experiment Group",NA,12,"","","long",0.59,"包工头想知道和尚透露播音员打伤了谁。",212082,64,"透露","arg",NA,8
"13269",4734,"Experiment Group",NA,16,"","","long",0.32,"大学生想知道记者保证音乐老师夸赞了谁。",216072,1,"保证","arg",NA,7
"13271",4734,"Experiment Group",NA,7,"","","short",0.14,"村长想知道农民为什么透露电工无视了领导。",107081,3,"透露","adj",NA,8
"13276",4734,"Experiment Group",NA,6,"","","short",0.78,"检察官想知道教练员为什么否认音乐家开除了保镖。",106031,8,"否认","adj",NA,3
"13278",4734,"Experiment Group",NA,19,"","","long",0.81,"经理想知道道士说和尚为什么夸奖了乞丐。",119142,10,"说","adj",NA,14
"13279",4734,"Experiment Group",NA,18,"","","short",0.3,"船长想知道建筑师为什么怀疑飞行员责备了经济学家。",118011,11,"怀疑","adj",NA,1
"13281",4734,"Experiment Group",NA,15,"","","long",0.35,"主持人想知道学者重申政府官员为什么批评了总统候选人。",115102,13,"重申","adj",NA,10
"13282",4734,"Experiment Group",NA,10,"","","short",0.58,"导游想知道谁否认保安袭击了商贩。",210031,14,"否认","arg",NA,3
"13284",4734,"Experiment Group",NA,12,"","","short",0.38,"包工头想知道谁重申播音员打伤了算命先生。",212101,16,"重申","arg",NA,10
"13286",4734,"Experiment Group",NA,11,"","","short",0.79,"政客想知道谁证实护士推倒了男孩。",211091,18,"证实","arg",NA,9
"13288",4734,"Experiment Group",NA,30,"","","short",0.29,"舞蹈老师想知道谁怀疑歌手赞美了剧作家。",230011,20,"怀疑","arg",NA,1
"13289",4734,"Experiment Group",NA,20,"","","long",0.33,"售货员想知道作曲家怀疑摄影师指责了谁。",220012,21,"怀疑","arg",NA,1
"13291",4734,"Experiment Group",NA,4,"","","short",0.17,"教授想知道工程师为什么保证秘书批评了运动员。",104071,23,"保证","adj",NA,7
"13292",4734,"Experiment Group",NA,25,"","","short",0.16,"美容师想知道谁保证营养师吓唬了快餐店员。",225071,24,"保证","arg",NA,7
"13294",4734,"Experiment Group",NA,32,"","","long",0.07,"助手想知道军官证实老师为什么出卖了水手。",132092,26,"证实","adj",NA,9
"13296",4734,"Experiment Group",NA,27,"","","long",0.64,"法医想知道业务员否认罪犯谋害了谁。",227032,28,"否认","arg",NA,3
"13299",4734,"Experiment Group",NA,8,"","","short",0.1,"侦探想知道售货员为什么说飞行员羞辱了卡车司机。",108141,31,"说","adj",NA,14
"13300",4734,"Experiment Group",NA,1,"","","short",0.76,"老师想知道谁说修理工打了快递员。",201141,32,"说","arg",NA,14
"13302",4734,"Experiment Group",NA,13,"","","short",0.74,"服务员想知道谁透露演说家欺骗了建筑工人。",213081,34,"透露","arg",NA,8
"13303",4734,"Experiment Group",NA,24,"","","long",0.05,"仓库管理员想知道采购员否认保险代理人为什么挖苦了模特。",124032,35,"否认","adj",NA,3
"13306",4734,"Experiment Group",NA,5,"","","long",0.8,"市长想知道议员证实艺术家联系了谁。",205092,38,"证实","arg",NA,9
"13309",4734,"Experiment Group",NA,26,"","","short",0.7,"制片人想知道谁认为化妆师监视了调酒师。",226121,41,"认为","arg",NA,12
"13312",4734,"Experiment Group",NA,14,"","","long",0.21,"英语老师想知道工程师保证中学生为什么举报了店员。",114072,44,"保证","adj",NA,7
"13313",4734,"Experiment Group",NA,31,"","","long",0.73,"心理学家想知道大学生认为保姆讨好了谁。",231122,45,"认为","arg",NA,12
"13315",4734,"Experiment Group",NA,2,"","","long",0.48,"法官想知道律师说警察审问了谁。",202142,47,"说","arg",NA,14
"13316",4734,"Experiment Group",NA,22,"","","short",0.38,"顾问想知道外交官为什么证实生物学家嘲讽了哲学家。",122091,48,"证实","adj",NA,9
"13318",4734,"Experiment Group",NA,9,"","","short",0.99,"将军想知道间谍为什么认为士兵跟踪了总统。",109121,50,"认为","adj",NA,12
"13319",4734,"Experiment Group",NA,21,"","","long",0.25,"省长想知道药剂师怀疑小报记者为什么采访了税务员。",121012,51,"怀疑","adj",NA,1
"13322",4734,"Experiment Group",NA,28,"","","long",0.73,"丞相想知道皇上重申将军威胁了谁。",228102,54,"重申","arg",NA,10
"13324",4734,"Experiment Group",NA,3,"","","short",0.91,"经理想知道厨师为什么重申服务员接待了乞丐。",103101,56,"重申","adj",NA,10
"13327",4734,"Experiment Group",NA,17,"","","long",0.16,"会计想知道演员透露编辑为什么邀请了神父。",117082,59,"透露","adj",NA,8
"13328",4734,"Experiment Group",NA,23,"","","long",0.69,"园丁想知道水管工认为焊工为什么训斥了清洁工。",123122,60,"认为","adj",NA,12
"13332",4734,"Experiment Group",NA,29,"","","long",0.23,"编辑想知道法务顾问透露杂技演员抚养了谁。",229082,64,"透露","arg",NA,8
"13335",4700,"Experiment Group",NA,23,"","","long",0.25,"园丁想知道水管工透露焊工为什么训斥了清洁工。",123082,1,"透露","adj",NA,8
"13337",4700,"Experiment Group",NA,30,"","","short",0.11,"舞蹈老师想知道谁保证歌手赞美了剧作家。",230071,3,"保证","arg",NA,7
"13338",4700,"Experiment Group",NA,13,"","","short",0.92,"服务员想知道售票员为什么认为演说家欺骗了建筑工人。",113121,4,"认为","adj",NA,12
"13340",4700,"Experiment Group",NA,12,"","","short",0.29,"包工头想知道谁重申播音员打伤了算命先生。",212101,6,"重申","arg",NA,10
"13343",4700,"Experiment Group",NA,7,"","","long",0.61,"村长想知道农民透露电工无视了谁。",207082,9,"透露","arg",NA,8
"13347",4700,"Experiment Group",NA,20,"","","long",0.93,"售货员想知道作曲家认为摄影师指责了谁。",220122,13,"认为","arg",NA,12
"13350",4700,"Experiment Group",NA,21,"","","long",0.11,"省长想知道药剂师保证小报记者采访了谁。",221072,16,"保证","arg",NA,7
"13352",4700,"Experiment Group",NA,19,"","","short",0.3,"经理想知道谁抱怨和尚夸奖了乞丐。",219041,18,"抱怨","arg",NA,4
"13353",4700,"Experiment Group",NA,2,"","","short",0.76,"法官想知道律师为什么抱怨警察审问了学生。",102041,19,"抱怨","adj",NA,4
"13355",4700,"Experiment Group",NA,28,"","","long",0.21,"丞相想知道皇上保证将军为什么威胁了大臣。",128072,21,"保证","adj",NA,7
"13356",4700,"Experiment Group",NA,25,"","","short",0.61,"美容师想知道房东为什么透露营养师吓唬了快餐店员。",125081,22,"透露","adj",NA,8
"13360",4700,"Experiment Group",NA,5,"","","long",0.04,"市长想知道议员认同艺术家为什么联系了毒枭。",105112,26,"认同","adj",NA,11
"13361",4700,"Experiment Group",NA,29,"","","short",0.64,"编辑想知道谁认为杂技演员抚养了小女孩。",229121,27,"认为","arg",NA,12
"13364",4700,"Experiment Group",NA,9,"","","short",0.99,"将军想知道间谍为什么说士兵跟踪了总统。",109141,30,"说","adj",NA,14
"13367",4700,"Experiment Group",NA,14,"","","short",0.37,"英语老师想知道工程师为什么保证中学生举报了店员。",114071,33,"保证","adj",NA,7
"13368",4700,"Experiment Group",NA,31,"","","short",0.85,"心理学家想知道谁透露保姆讨好了理发师。",231081,34,"透露","arg",NA,8
"13371",4700,"Experiment Group",NA,17,"","","short",0.92,"会计想知道谁说编辑邀请了神父。",217141,37,"说","arg",NA,14
"13372",4700,"Experiment Group",NA,22,"","","short",0.58,"顾问想知道外交官为什么认同生物学家嘲讽了哲学家。",122111,38,"认同","adj",NA,11
